NAME,BRAND,BARCODE,SKU CODE,PRODUCT CODE,HSN CODE,PLU NO,COST PRICE,MRP,SALE PRICE,WHOLESALE PRICE,SPECIAL PRICE,ONLINE PRICE,WEIGHT,QUANTITY,EXPIRED QUANTITY,NEAR EXPIRY QUANTITY,TAX,TYPE,CESS,CESS ON,CESS TYPE,TAX AMOUNT,TAXABLE VALUE,CESS TAX AMOUNT,ADDITIONAL CESS TAX AMOUNT,SUPPLIER,DISCOUNT(₹),DISCOUNT(%),ACTUAL MARGIN (₹),MARGIN ON CP (%),MARGIN ON SP (%),CATEGORY,SUB CATEGORY,INSTOCK VALUE
Mysore Sandal Soap 125g,,8901287100211,,,,PLU002,63,69,67,67,67,67,1 pc,24,0,0,0,CGST + SGST,0,1,1,0,1608,0,0,,2,2.899,4,6.349,5.97,Miscellaneous,Miscellaneous,1515
Park Avenue Voyage 150ml,,8901277016997,,,,PLU001,,240,210,210,210,210,1 pc,-3,0,0,0,CGST + SGST,0,1,1,0,-630,0,0,,30,12.5,210,0,100,Miscellaneous,Miscellaneous,0
Beer Shiny Shampoo 70ml,,8901277015570,,,,PLU001,38,40,40,40,40,40,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,40,0,0,,0,0,2,5.263,5,Miscellaneous,Miscellaneous,38
Beer Anti Dandruff Shampoo 70ml,,8901277015563,,,,PLU001,30,40,40,40,40,40,1 pc,-3,0,0,0,CGST + SGST,0,1,1,0,-120,0,0,,0,0,10,33.333,25,Miscellaneous,Miscellaneous,-90
Beer Anti Dandruff Shampoo 70ml,,8901277015563,,,,PLU002,30,60,60,60,60,60,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,180,0,0,,0,0,30,100,50,Miscellaneous,Miscellaneous,165
Park Avenue Epic,,8901277015426,,,,PLU001,,199,195,195,195,195,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,4,2.01,195,0,100,Miscellaneous,Miscellaneous,0
Park Avenue Alexander,,8901277015419,,,,PLU001,98,199,195,195,195,195,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,195,0,0,,4,2.01,97,98.98,49.744,Miscellaneous,Miscellaneous,98
Park Avenue Marcus,,8901277015402,,,,PLU001,,199,195,195,195,195,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,4,2.01,195,0,100,Miscellaneous,Miscellaneous,0
Park / Ave Beer.  Sham Shiny & Biuncy 350 Ml,,8901277015228,,,,PLU001,,260,245,245,245,245,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,15,5.769,245,0,100,Miscellaneous,Miscellaneous,0
Park / Ave Beer / Sham Anti / Dandr 350 Ml,,8901277015211,,,,PLU001,,260,245,245,245,245,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,15,5.769,245,0,100,Miscellaneous,Miscellaneous,0
Park / Ave Beer / Sham Damage Free 350 Ml,,8901277013125,,,,PLU001,,260,245,245,245,245,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,15,5.769,245,0,100,Miscellaneous,Miscellaneous,0
Park Avenue Good Morning 40 Ml,,8901277013064,,,,PLU001,,75,70,70,70,70,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,6.667,70,0,100,Miscellaneous,Miscellaneous,0
Park Avenue Men's Sope G\m 75 G,,8901277012722,,,,PLU001,22.75,25,25,25,25,25,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,2.25,9.89,9,Miscellaneous,Miscellaneous,0
Park Avenue Luxury 125g,,8901277012661,,,,PLU002,61.25,70,68,68,68,68,125 grm,2,0,0,0,CGST + SGST,0,1,1,0,136,0,0,,2,2.857,6.75,11.02,9.926,Miscellaneous,Miscellaneous,124.25
Park Avenue Good Morning 125g,,8901277012654,,,,PLU001,68,55,54,54,54,54,1 pc,-3,0,0,0,CGST + SGST,0,1,1,0,-162,0,0,,1,1.818,-14,-20.588,-25.926,Miscellaneous,Miscellaneous,0
Park Avenue Good Morning 125g,,8901277012654,,,,PLU002,68,70,70,69,69,69,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,490,0,0,,0,0,2,2.941,2.857,Miscellaneous,Miscellaneous,476
Premium Air \f Sandal 125 G,,8901277012487,,,,PLU001,,149,145,145,145,145,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,4,2.685,145,0,100,Miscellaneous,Miscellaneous,0
Premium Air \f Lavender 125 G,,8901277012470,,,,PLU001,,149,140,140,140,140,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,9,6.04,140,0,100,Miscellaneous,Miscellaneous,0
Premium Air \f  Jasmine 217 Ml,,8901277012463,,,,PLU001,,149,140,140,140,140,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,9,6.04,140,0,100,Miscellaneous,Miscellaneous,0
Park Avenue Storm 150 Ml,,8901277011497,,,,PLU001,,199,185,185,185,185,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,14,7.035,185,0,100,Miscellaneous,Miscellaneous,0
Park Avenue Storm 150 Ml,,8901277011497,,,,PLU002,,225,200,200,200,211,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,200,0,0,,25,11.111,200,0,100,Miscellaneous,Miscellaneous,0
Park Avenue Cool Blue 150 Ml,,8901277008442,,,,PLU001,,199,190,190,190,190,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,9,4.523,190,0,100,Miscellaneous,Miscellaneous,0
Amul Mini Pizza 120 G,,8901262220040,,,,PLU001,,60,60,60,60,60,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,60,0,100,Miscellaneous,Miscellaneous,0
Amul Paneer 200g,,8901262180016,,,,PLU005,85,95,95,95,95,95,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,665,0,0,,0,0,10,11.765,10.526,Miscellaneous,Miscellaneous,1127
Amul French Fries,,8901262178808,,,,PLU002,80,90,90,90,90,90,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,180,0,0,,0,0,10,12.5,11.111,Miscellaneous,Miscellaneous,160
Amul Fresh Cream 250 Ml,,8901262151863,,,,PLU001,,68,68,68,68,68,1 pc,-7,0,0,0,CGST + SGST,0,1,1,0,-476,0,0,,0,0,68,0,100,Miscellaneous,Miscellaneous,0
Amul Badam Shakers 200 Ml,,8901262151344,,,,PLU001,,35,35,35,35,35,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,35,0,100,Miscellaneous,Miscellaneous,0
Amul Milk Gold 1 L,,8901262150989,,,,PLU001,,68,68,68,68,68,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,68,0,100,Miscellaneous,Miscellaneous,0
Amul Taaza Milk 1 L,,8901262150064,,,,PLU001,,66,66,66,66,66,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,66,0,100,Miscellaneous,Miscellaneous,0
Amul India Tt Milk Chocolate,,8901262072052,,,,PLU002,,160,160,160,160,160,1 pc,14,0,0,0,CGST + SGST,0,1,1,0,2240,0,0,,0,0,160,0,100,Miscellaneous,Miscellaneous,1190
Amul Choco Poco 10 G,,8901262071727,,,,PLU001,,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,5,0,100,Miscellaneous,Miscellaneous,0
Amul India Tt Cocoa,,8901262071703,,,,PLU002,,160,150,150,150,150,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,6.25,150,0,100,Miscellaneous,Miscellaneous,0
Amul Almond Choco Almond 200 G,,8901262071611,,,,PLU001,,200,200,200,200,200,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,200,0,100,Miscellaneous,Miscellaneous,0
Amul Chocolate Coated Almond's 200 G,,8901262071611,,,,PLU001,,200,200,200,200,200,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,200,0,100,Miscellaneous,Miscellaneous,0
Amul Fruit 'n' Nut Chocolate 150 G,,8901262071543,,,,PLU002,,110,110,110,110,110,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,110,0,0,,0,0,110,0,100,Miscellaneous,Miscellaneous,96
Amul Best Wishes D/c 150 G,,8901262071536,,,,PLU001,,100,110,110,110,110,1 pc,-4,0,0,0,CGST + SGST,0,1,1,0,-440,0,0,,-10,-10,110,0,100,Miscellaneous,Miscellaneous,0
Amul Happy Birthday Mc 150 G,,8901262071529,,,,PLU002,90,110,110,110,110,110,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,330,0,0,,0,0,20,22.222,18.182,Miscellaneous,Miscellaneous,648
Amul Super Fruit Chocolate 150 G,,8901262071109,,,,PLU001,,150,160,160,160,160,1 pc,-3,0,0,0,CGST + SGST,0,1,1,0,-480,0,0,,-10,-6.667,160,0,100,Miscellaneous,Miscellaneous,0
Amul Chocolate Syrup 30 G,,8901262071062,,,,PLU001,9,10,10,10,10,10,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,0,0,1,11.111,10,Miscellaneous,Miscellaneous,198
Amul Chocominis 250 G,,8901262070546,,,,PLU001,,120,120,120,120,120,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,120,0,100,Miscellaneous,Miscellaneous,0
Amul Chocozoo 21 G,,8901262070485,,,,PLU001,,10,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,10,0,100,Miscellaneous,Miscellaneous,0
Amul Dark Chocolate 40 G,,8901262070454,,,,PLU001,22,25,25,25,25,25,1 pc,43,0,0,0,CGST + SGST,0,1,1,0,1075,0,0,,0,0,3,13.636,12,Miscellaneous,Miscellaneous,946
Amul Milk Chocolate 150 G,,8901262070430,,,,PLU001,,100,100,100,100,100,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-100,0,0,,0,0,100,0,100,Miscellaneous,Miscellaneous,0
Amul Milk Chocolate 150 G,,8901262070430,,,,PLU002,,110,110,110,110,110,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,110,0,100,Miscellaneous,Miscellaneous,0
Amul Bindaaz Wafer 15 G,,8901262070379,,,,PLU001,,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,5,0,100,Miscellaneous,Miscellaneous,0
Amul Milk Chocolate 20 G,,8901262070331,,,,PLU001,13,15,15,15,15,15,1 pc,9,0,0,0,CGST + SGST,0,1,1,0,135,0,0,,0,0,2,15.385,13.333,Miscellaneous,Miscellaneous,273
Amul Almond Bar,,8901262070096,,,,PLU001,,20,20,20,20,20,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,20,0,100,Miscellaneous,Miscellaneous,0
Amul Fruif 'n' Nut 40 G,,8901262070058,,,,PLU001,,30,30,30,30,30,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,30,0,100,Miscellaneous,Miscellaneous,0
Amul Cheese Spread Creami 180 G,,8901262060066,,,,PLU001,,90,90,90,90,90,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,90,0,100,Miscellaneous,Miscellaneous,0
Amul Cheese Spread 200g,,8901262060011,,,,PLU001,,85,85,85,85,85,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,85,0,100,Miscellaneous,Miscellaneous,0
Amul Pizza Cheese Cheddar 200 G,,8901262020435,,,,PLU001,,109,109,109,109,109,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,109,0,100,Miscellaneous,Miscellaneous,0
Amul Pizza Cheese 200 G,,8901262020206,,,,PLU002,,108,108,108,108,108,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,108,0,100,Miscellaneous,Miscellaneous,0
Amul Chese 5 Slices 100 G,,8901262020046,,,,PLU003,75,80,80,80,80,80,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,160,0,0,,0,0,5,6.667,6.25,Miscellaneous,Miscellaneous,166
Amul Chees Cubes 8 P,,8901262020039,,,,PLU003,125,131,131,131,131,131,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,393,0,0,,0,0,6,4.8,4.58,Miscellaneous,Miscellaneous,349
Amul Cheese 200 G,,8901262020015,,,,PLU001,,126,126,126,126,126,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,126,0,100,Miscellaneous,Miscellaneous,0
Amul Butter 200 G,,8901262010320,,,,PLU001,,98,98,98,98,98,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,98,0,100,Miscellaneous,Miscellaneous,0
Amul Butter 200 G,,8901262010320,,,,PLU001,,102,102,102,102,102,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,102,0,100,Miscellaneous,Miscellaneous,0
Amul Butter  100g,,8901262010016,,,,PLU004,52,56,56,56,56,56,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,392,0,0,,0,0,4,7.692,7.143,Miscellaneous,Miscellaneous,406
Zandu Purehoney 50g,,8901248749046,,,,PLU001,,37,37,37,37,37,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,37,0,100,Miscellaneous,Miscellaneous,0
Zandu Balm 10 G,,8901248701358,,,,PLU001,,15,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,33.333,10,0,100,Miscellaneous,Miscellaneous,0
Kesh King Oil 30 Ml,,8901248297196,,,,PLU001,41,49,49,49,49,49,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-49,0,0,,0,0,8,19.512,16.327,Miscellaneous,Miscellaneous,-41
Kesh King Ayurvedic Oil 100ml,,8901248297172,,,,PLU001,,160,155,155,155,155,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,3.125,155,0,100,Miscellaneous,Miscellaneous,0
Keshking 50ml,,8901248297158,,,,PLU001,79,80,79,79,79,79,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-79,0,0,,1,1.25,0,0,0,Miscellaneous,Miscellaneous,0
Keshking 50ml,,8901248297158,,,,PLU002,79,89,87,87,87,88,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,2.247,8,10.127,9.195,Miscellaneous,Miscellaneous,0
Keshking 120ml,,8901248297110,,,,PLU003,154,175,170,170,170,170,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,680,0,0,,5,2.857,16,10.39,9.412,Miscellaneous,Miscellaneous,616
Keshking 60ml,,8901248297035,,,,PLU001,,80,80,80,80,80,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,80,0,100,Miscellaneous,Miscellaneous,0
Fair And Handsome Oil Clear F / W 50 G,,8901248295468,,,,PLU001,,90,89,89,89,89,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,1,1.111,89,0,100,Miscellaneous,Miscellaneous,0
Fair And Handsome F \ W 25 G,,8901248295291,,,,PLU002,42.31,49,48,48,48,48,1 pc,-3,0,0,0,CGST + SGST,0,1,1,0,-144,0,0,,1,2.041,5.69,13.448,11.854,Miscellaneous,Miscellaneous,-126.93
Fair&handsome Oil Clear Fw 50g,,8901248295109,,,,PLU001,,90,89,89,89,89,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,1,1.111,89,0,100,Miscellaneous,Miscellaneous,0
Fair& Handsome Laser Fc 8g,,8901248253246,,,,PLU001,,30,30,30,30,30,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,30,0,100,Miscellaneous,Miscellaneous,0
Fair&handsome Fc 15g,,8901248253161,,,,PLU001,,30,30,30,30,30,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,30,0,100,Miscellaneous,Miscellaneous,0
Kesh King Shampoo 200ml,,8901248240277,,,,PLU003,120,150,142,142,142,148,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,8,5.333,22,18.333,15.493,Miscellaneous,Miscellaneous,0
Kesh King Shampoo 200ml,,8901248240277,,,,PLU002,120,135,133,133,133,133,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,1.481,13,10.833,9.774,Miscellaneous,Miscellaneous,0
Mentho Plus Balm,,8901248226158,,,,PLU001,,10,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,10,0,100,Miscellaneous,Miscellaneous,0
Emami Mentho Plus 9ml,,8901248226141,,,,PLU001,,34,34,34,34,34,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-34,0,0,,0,0,34,0,100,Miscellaneous,Miscellaneous,0
Mentho Plus Balm 1 P,,8901248226127,,,,PLU001,,2,1.95,1,1,1,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0.05,2.5,1.95,0,100,Miscellaneous,Miscellaneous,0
Boro Plus Liquid 200 Ml,,8901248159043,,,,PLU001,,75,73,73,73,73,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,2.667,73,0,100,Miscellaneous,Miscellaneous,0
Boro Plus Liquid 100 Ml,,8901248159036,,,,PLU001,,40,40,40,40,40,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,40,0,100,Miscellaneous,Miscellaneous,0
Boro Plus Alovera Gel Haldi 150ml,,8901248154031,,,,PLU001,,110,108,108,108,108,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,1.818,108,0,100,Miscellaneous,Miscellaneous,0
Boro Plus Alovera Gel Soothing 150ml,,8901248154017,,,,PLU001,,95,93,93,93,93,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,2.105,93,0,100,Miscellaneous,Miscellaneous,0
Navratna Cool Talc 100 G,,8901248121620,,,,PLU001,84.6,95,95,93,93,93,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,190,0,0,,0,0,10.4,12.293,10.947,Miscellaneous,Miscellaneous,507.6
Navratna Active Deo Talk 50 G,,8901248121125,,,,PLU002,,47,47,47,47,47,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,47,0,100,Miscellaneous,Miscellaneous,0
Navaratna Cool Talc 100g,,8901248121071,,,,PLU002,85,95,92,92,92,94,1 pc,-3,0,0,0,CGST + SGST,0,1,1,0,-276,0,0,,3,3.158,7,8.235,7.609,Miscellaneous,Miscellaneous,-170
Navratna Cool Talc 50 G,,8901248121033,,,,PLU001,,45,45,45,45,45,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,45,0,100,Miscellaneous,Miscellaneous,0
Navratna Cool Talc 50 G,,8901248121033,,,,PLU002,,47,47,47,47,47,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,47,0,100,Miscellaneous,Miscellaneous,0
Navaratna Oil 100ml,,8901248104159,,,,PLU003,76.4,85,83,83,83,84,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,664,0,0,,2,2.353,6.6,8.639,7.952,Miscellaneous,Miscellaneous,609.4
Navaratna Oil 300ml,,8901248104135,,,,PLU001,183,182,180,180,180,180,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,2,1.099,-3,-1.639,-1.667,Miscellaneous,Miscellaneous,0
Navaratna Oil 300ml,,8901248104135,,,,PLU002,183,205,200,200,200,203,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,400,0,0,,5,2.439,17,9.29,8.5,Miscellaneous,Miscellaneous,366
Boroplus Icy 185g,,8901248103176,,,,PLU001,105,120,118,117,117,117,1 pc,-3,0,0,0,CGST + SGST,0,1,1,0,-354,0,0,,2,1.667,13,12.381,11.017,Miscellaneous,Miscellaneous,0
Boroplus Icy 185g,,8901248103176,,,,PLU002,105,125,123,122,122,122,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-123,0,0,,2,1.6,18,17.143,14.634,Miscellaneous,Miscellaneous,-111.6
Boro Plus I\c Poder 50 G,,8901248103046,,,,PLU001,42,47,47,47,47,47,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,141,0,0,,0,0,5,11.905,10.638,Miscellaneous,Miscellaneous,252
Vasmol Shampoo Colour Bla 150 Ml,,8901247578883,,,,PLU001,,20,20,20,20,20,1 pc,-4,0,0,0,CGST + SGST,0,1,1,0,-80,0,0,,0,0,20,0,100,Miscellaneous,Miscellaneous,0
Vasmol Shaving Creem 125 G,,8901247574380,,,,PLU001,,45,40,40,40,40,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,11.111,40,0,100,Miscellaneous,Miscellaneous,0
Vasmol 100 Ml,,8901247571013,,,,PLU003,49.07,65,65,64,64,64,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,650,0,0,,0,0,15.93,32.464,24.508,Miscellaneous,Miscellaneous,637.91
Del Monte Green Olives 450 G,,8901246003652,,,,PLU001,,250,240,240,240,240,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,4,240,0,100,Miscellaneous,Miscellaneous,0
Del Monte Black Olives 450 G,,8901246003638,,,,PLU001,,250,240,240,240,240,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,4,240,0,100,Miscellaneous,Miscellaneous,0
Bambino Macaroni Masala 40g,,8901242611349,,,,PLU001,23,30,30,29,29,29,1 pc,-4,0,0,0,CGST + SGST,0,1,1,0,-120,0,0,,0,0,7,30.435,23.333,Miscellaneous,Miscellaneous,-91.25
Bambino Macaroni Masala 10 G,,8901242609209,,,,PLU001,8.45,10,10,10,10,10,1 pc,-24,0,0,0,CGST + SGST,0,1,1,0,-240,0,0,,0,0,1.55,18.343,15.5,Miscellaneous,Miscellaneous,-126.75
Bambino Chat Masala 40 G,,8901242606901,,,,PLU001,,46,45,45,45,45,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,1,2.174,45,0,100,Miscellaneous,Miscellaneous,0
Bambino Chegodi 20 G,,8901242514411,,,,PLU001,3.45,5,5,5,5,5,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,50,0,0,,0,0,1.55,44.928,31,Miscellaneous,Miscellaneous,55.2
Bambino Hing 5g,,8901242508403,,,,PLU001,,10,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,10,0,100,Miscellaneous,Miscellaneous,0
Bambino So / Pa Pineapplke 200 G,,8901242256205,,,,PLU001,75,90,90,70,70,70,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,90,0,0,,0,0,15,20,16.667,Miscellaneous,Miscellaneous,345
Bambino So / Pa Orange 200 G,,8901242247203,,,,PLU001,,90,70,70,70,70,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,20,22.222,70,0,100,Miscellaneous,Miscellaneous,0
Bambinon Soan Papdi 250g,,8901242226604,,,,PLU001,78.54,90,90,70,70,70,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,90,0,0,,0,0,11.46,14.591,12.733,Miscellaneous,Miscellaneous,157.08
Bambino Moong Dal 15 G,,8901242226000,,,,PLU001,,5,5,5,5,5,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,5,0,100,Miscellaneous,Miscellaneous,0
Bambino Rasam Prem 100g,,8901242210702,,,,PLU001,,50,50,50,50,50,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,50,0,100,Miscellaneous,Miscellaneous,0
Bambino Hing 40 G,,8901242205302,,,,PLU001,,75,70,70,70,70,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,6.667,70,0,100,Miscellaneous,Miscellaneous,0
Bambino Hing 20 G,,8901242205104,,,,PLU001,24,35,30,30,30,30,1 pc,-5,0,0,0,CGST + SGST,0,1,1,0,-150,0,0,,5,14.286,6,25,20,Miscellaneous,Miscellaneous,-96
Bambino Badam Mix 200 G,,8901242204503,,,,PLU001,,110,105,105,105,105,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,5,4.545,105,0,100,Miscellaneous,Miscellaneous,0
Bambino Kher Mix 40g,,8901242203902,,,,PLU001,9,10,10,10,10,10,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,10,0,0,,0,0,1,11.111,10,Miscellaneous,Miscellaneous,9
Bambino Gulab Jamun 175 G,,8901242201212,,,,PLU002,120,135,135,74,74,74,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,810,0,0,,0,0,15,12.5,11.111,Miscellaneous,Miscellaneous,720
5 Star 25 G,,8901233036625,,,,PLU001,,10,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,10,0,100,Miscellaneous,Miscellaneous,0
Dairy Milk 13.2,,8901233035956,,,,PLU001,,10,10,10,10,10,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,10,0,100,Miscellaneous,Miscellaneous,0
Dairy Milk 130g,,8901233035567,,,,PLU001,,100,100,100,100,100,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,100,0,100,Miscellaneous,Miscellaneous,0
Dairy Milk Bubbly 50 G,,8901233034300,,,,PLU001,71.43,80,80,80,80,80,1 pc,22,0,0,0,CGST + SGST,0,1,1,0,1760,0,0,,0,0,8.57,11.998,10.713,Miscellaneous,Miscellaneous,1571.46
Dairy Milk Silk Choco 150 G,,8901233034201,,,,PLU001,,160,160,160,160,160,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,160,0,100,Miscellaneous,Miscellaneous,0
Dairy Milk Silk Chocolate 60 G,,8901233034188,,,,PLU001,,70,70,70,70,70,1 pc,-6,0,0,0,CGST + SGST,0,1,1,0,-420,0,0,,0,0,70,0,100,Miscellaneous,Miscellaneous,0
Dm Silk Bubbly 50g,,8901233033631,,,,PLU001,,80,80,80,80,80,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,80,0,100,Miscellaneous,Miscellaneous,0
Dairy Milk Silk 60 G,,8901233033488,,,,PLU001,,70,70,70,70,70,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,70,0,100,Miscellaneous,Miscellaneous,0
Dairy Milk 13.2 G,,8901233030548,,,,PLU001,9,10,10,10,10,10,1 pc,77,0,0,0,CGST + SGST,0,1,1,0,770,0,0,,0,0,1,11.111,10,Miscellaneous,Miscellaneous,1287
Dairy Milk Family Pack 130 G,,8901233029856,,,,PLU001,,100,100,100,100,100,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-100,0,0,,0,0,100,0,100,Miscellaneous,Miscellaneous,0
Oreo Choco Creme 120 G,,8901233025162,,,,PLU001,,30,30,30,30,30,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,30,0,100,Miscellaneous,Miscellaneous,0
Oreo Biscuits 120 G,,8901233025155,,,,PLU001,,30,30,30,30,30,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,30,0,100,Miscellaneous,Miscellaneous,0
Perk 390 G,,8901233024059,,,,PLU001,,150,145,145,145,145,1 pc,-5,0,0,0,CGST + SGST,0,1,1,0,-725,0,0,,5,3.333,145,0,100,Miscellaneous,Miscellaneous,0
Perk 13 G,,8901233024042,,,,PLU001,4.5,5,5,5,5,5,1 pc,33,0,0,0,CGST + SGST,0,1,1,0,165,0,0,,0,0,0.5,11.111,10,Miscellaneous,Miscellaneous,148.5
